Date,SP500_TR,CAC40_TR,WGBI_TR
2015-03-01,3867.97998046875,11337.7001953125,57085.122548052255
2015-04-01,3805.27001953125,11692.099609375,55306.47866756128
2015-05-01,3845.22998046875,11712.099609375,55201.02024706949
2015-06-01,3893.8798828125,11819.400390625,54179.91474918105
2015-07-01,3823.97998046875,11542.5,54914.90705292655
2015-08-01,3897.010009765625,12111.400390625,54461.094446856376
2015-09-01,3657.0400390625,10741.099609375,55109.79003039034
2015-10-01,3569.719970703125,10485.400390625,55641.403875754826
2015-11-01,3873.93994140625,11654.900390625,56985.20937759009
2015-12-01,3887.860107421875,11662.5,55962.57449579666
2016-01-01,3811.739990234375,10853.909290733276,56971.4054544737
2016-02-01,3625.889892578125,10480.706288059188,58414.72944705372
2016-03-01,3636.25,10304.734427527581,57121.8474957572
2016-04-01,3867.280029296875,10294.254219348275,57552.09772269803
2016-05-01,3891.679931640625,10646.616351764656,58382.997197774006
2016-06-01,3952.929931640625,10935.907953778773,60668.06449066583
2016-07-01,3969.85009765625,10418.781407790593,60577.68283537909
2016-08-01,4113.66015625,10937.51186396591,60295.79271421241
2016-09-01,4121.06005859375,10883.77589160928,60142.51884595652
2016-10-01,4114.08984375,10898.968208599243,59501.21364013104
2016-11-01,4050.739990234375,11115.78498693993,58689.979081974976
2016-12-01,4198.490234375,11221.712794516503,58612.43438449698
2017-01-01,4303.1201171875,11919.712591173378,57771.26336977542
2017-02-01,4373.64990234375,11776.635832740694,58963.21585033746
2017-03-01,4565.3798828125,12051.372696969673,58628.58665193196
2017-04-01,4537.7099609375,12646.313792471687,58331.86644038362
2017-05-01,4593.10986328125,13072.306360870241,57441.93274657615
2017-06-01,4657.330078125,13304.564510577777,56527.3019694518
2017-07-01,4694.18994140625,13006.665589298527,55700.77357224612
2017-08-01,4787.72998046875,12928.064027953737,55883.77669021589
2017-09-01,4794.85986328125,12928.801228909315,55526.07846232783
2017-10-01,4891.56005859375,13491.484801517232,56083.83983897068
2017-11-01,5017.47021484375,13982.978671036444,55551.2195603268
2017-12-01,5150.830078125,13609.92510098849,55227.71046295931
2018-01-01,5232.72021484375,13497.770933989801,54067.25342384654
2018-02-01,5497.919921875,13990.500113218362,54837.75703516595
2018-03-01,5311.6201171875,13468.083652265152,55202.520029995656
2018-04-01,5158.7001953125,13085.536129370354,55149.15933220192
2018-05-01,5184.419921875,14092.672180791515,56433.29912775783
